,fecha,titulo,descripcion
42,04/06/2021,Policías obligan a hombre a devolver los objetos robados de un domicilio en Quito,"En la imágenes, en el sector de La Ferroviaria, en el sur de Quito, un hombre usando sus manos y pies trepó por las paredes e ingresó a una vivienda. Pero segundos después llega la Policía Nacional. Video: Cortesía Ecu 911"
43,03/06/2021,10 alertas diarias de presuntos hechos delictivos en Quito; 1 500 han sido evitados en lo que va del 2021,El Servicio de Emergencias ECU 911 informó que se han evitado 1 500 presuntos delitos en Quito.
44,27/05/2021,Cinco personas que intentaban robar USD 300 000 de tres cajeros automáticos fueron detenidas en Quito,Los agentes detuvieron a cuatro personas en las inmediaciones de los cajeros ubicados en el sector de El Condado.
45,22/05/2021,"Seis detenidos por robo de ‘joyas valoradas en varios millones de dólares’, en Quito","La Policía detuvo a 6 personas sospechosas de un robo millonario en piedras preciosas, en Quito. Así lo informó la entidad, este 22 de mayo del 2021."
46,17/05/2021,"Una persona es investigada por el robo de USD 70 000 en Baños de Agua Santa, en Tungurahua","El hecho delictivo, donde se sustrajeron una caja fuerte que contenía dinero, letras de cambio y joyas por un monto de USD 70 000, se registró el viernes 14 de mayo del 2021."
47,05/05/2021,El supuesto responsable del robo de un vehículo falleció tras ser linchado; una mujer resultó con heridas y quemaduras,"Una turba quemó vivo a un hombre acusado del supuesto robo de un vehículo en una localidad rural de la región boliviana de Potosí, un suceso en el que también resultó herida una mujer sindicada de ser cómplice del fallecido."
48,02/05/2021,"Un hombre acusado de robar una bicicleta recibió un baño de purificación en Peguche, Otavalo","Un ciudadano acusado de robar una bicicleta fue sancionado mediante la justicia indígena la noche de hoy, 2 de mayo del 2021. Los habitantes de la comunidad kichwa de Peguche, perteneciente al cantón Otavalo, en la provincia de Imbabura, resolvieron aplicarle un baño de purificación."
49,29/04/2021,Paro Nacional Cali-Colombia: manifestantes devuelven cosas robadas por vándalos,En el marco del Paro Nacional de este 28 de abril se presentaron diversos actos tanto de luces como de sombras. En diferentes partes del país salieron miles de manifestantes a pronunciarse sobre varios temas.
50,26/04/2021,"Dos hombres fueron sometidos a la justicia indígena tras un presunto asalto a una familia en Saquisilí, en Cotopaxi","Dos personas fueron sometidas a la justicia indígena en el cantón Saquisilí, en la provincia de Cotopaxi. El hecho se registró a las 22:30 del domingo 25 de abril del 2021."
51,23/04/2021,Le roban USD 32 millones a una mujer con estafa telefónica,"Una mujer china, de 90 años, fue víctima de la mayor estafa telefónica registrada en Hong Kong, según informaron los oficiales a cargo del caso el jueves 22 de abril del 2021."
52,22/04/2021,"Tras una balacera registrada en el centro de Quito, un sospechoso de robar a los transeúntes murió y otro fue detenido",Agentes de la Policía respondieron a un ataque armado de una presunta banda delictiva que se dedicaba al asalto a peatones. El hecho se produjo la mañana de este jueves 22 de abril del 2021. Uno de los sospechosos fue herido y falleció minutos después. Otro está detenido para investigaciones.
53,20/04/2021,"Videos del ECU 911 detectan maniobras de sospechosos en robo a carro, local y casa","El ECU 911 captó el momento en que personas sospechosas intentan robar un carro, un local comercial y una casa en distintos sectores de Guayaquil y Daule. Según el servicio de emergencia, al percatarse de la actitud inusual de los ciudadanos, el operador alerta a la Policía para su captura. Video: ECU 911"
54,14/04/2021,Cámaras captan el robo de una cartera en un local en La Floresta,"Las cámaras de un local que comercializa llantas captó cómo una mujer sustrae una cartera para luego huir. El hecho sucedió en el sector de La Floresta, Quito, este miércoles 14 de abril del 2021. Crédito: Video Cortesía"
55,14/04/2021,"Robo de una cartera al interior de un local que comercializa llantas, en el sector de La Floresta, se registró en video","Tres personas fueron detenidas por la Policía Nacional al mediodía de este miércoles 14 de abril del 2021 en La Floresta, un barrio de clase media localizado en el centro de Quito."
56,13/04/2021,Robo a un adulto mayor que caminaba con muletas en el Centro de Quito,"Una mujer sigilosamente ingresa la mano en el bolsillo del adulto mayor, saca la cartera y la guarda en una maleta. El hombre salió a comprar víveres en una bodega y le arrebataron lo que tenía. En San Blas los vecinos dicen que los robos y asaltos se producen a cualquier hora del día. Video cortesía"
57,11/04/2021,Dos sospechosos fallecidos y un policía herido dejó un intento de robo en el sur de Quito,El hecho ocurrió la madrugada de este domingo 11 de abril del 2021. Dos sospechosos fallecidos y un policía herido dejó un intento de robo en el sur de Quito.
58,09/04/2021,Un hombre robó una casa y escapó en una patrulla policial en Chile,"Un hombre ingresó a una vivienda para robar y fue sorprendido por la policía, en el norte de Chile. Agentes de Carabineros habían observado al hombre ingresar al domicilio escalando uno de sus muros, la tarde del pasado jueves 8 de abril de 2021."
59,08/04/2021,Alerta por aplicación maliciosa que roba los datos de WhatsApp haciéndose pasar por Netflix,"La compañía de ciberseguridad Check Point ha alertado sobre la presencia de una aplicación maliciosa para móviles Android llamada FlixOnline que, bajo la apariencia de la plataforma de 'streaming' Netflix, infecta los dispositivos y les roba los datos de sus cuentas de WhatsApp."
60,07/04/2021,Cámaras de vigilancia captan un robo de retrovisores en Guayaquil,El sistema Ojos de Águila de la Corporación para la Seguridad Ciudadana (CSCG) de Guayaquil captó a un hombre robando los espejos retrovisores de un vehículo en la intersección entre las avenidas Primero de Mayo y Del Ejército.
61,04/04/2021,"Ciudadano localiza con GPS su teléfono robado, pero sin orden judicial no se pudo hacer requisa","Este domingo 4 de abril del 2021, un ciudadano que denunció haber sido víctima de un asalto en Quito, logró encontrar con el GPS su celular, pero sin una orden judicial la Policía no pudo hacer requisa."
62,04/04/2021,"Ciudadano localiza con GPS su teléfono robado, pero sin orden judicial no se pudo hacer requisa","Este domingo 4 de abril del 2021, un ciudadano que denunció haber sido víctima de un asalto en Quito, logró encontrar con el GPS su celular, pero sin una orden judicial la Policía no pudo hacer requisa."
63,04/04/2021,Juez dicta prisión para 2 enfermeras por caso de robo de vacunas en Bolivia,"Un juez en la localidad boliviana de Guayaramerín determinó la detención preventiva de dos enfermeras que estaban a cargo de la custodia de 500 vacunas contra el covid-19 que desaparecieron de un centro de salud y que luego fueron devueltas, informó el domingo 4 de abril del 2021 la Fiscalía."
64,31/03/2021,"Ir a la Fiscalía a poner una denuncia es pérdida de tiempo, dice un policía a una mujer; el Ministro de Gobierno se pronuncia","El video dura dos minutos. A través de redes sociales, una mujer denunció un altercado que tuvo con dos policías, luego de que tres sospechosos intentaran robarle en el Centro Histórico de Quito."
65,26/03/2021,Una falsa actualización podría robar datos sensibles de su celular,Un nuevo 'malware' para Android se camufla como una actualización crítica del sistema para apoderarse del dispositivo de la víctima y robar todos los datos allí almacenados.
66,25/03/2021,"Ladrón entró a robar, se arrepintió, pagó la cuenta y dejó propina","No fue en China, ni Tailandia, ni Brasil o Estados Unidos, donde suelen ocurrir casos. El increíble y hasta anecdótico caso ocurrió en el barrio Villa Javier, en el sur de Bogotá, Colombia."
67,23/03/2021,"Videos registran asaltos tipo bujiazo en la avenida Velasco Ibarra, en Quito","Los asaltos violentos a conductores de vehículos particulares, bajo la modalidad denominada 'bujiazo', se reportan con frecuencia en diferentes sectores de la avenida José María Velasco Ibarra, la autopista General Rumiñahui y el intercambiador de El Trébol, oriente de Quito."
68,22/03/2021,Roban a mano armada 20 dosis de vacuna contra el covid-19 en Brasil,"Dos hombres armados invadieron este lunes 22 de marzo del 2021 un ambulatorio en la ciudad brasileña de Natal (nordeste) y robaron dos ampollas de la vacuna anticovid equivalentes a 20 dosis del antígeno, informaron fuentes policiales."
69,22/03/2021,"Cinco detenidos en Quito cuando ‘traspasaban’ televisores, laptops y celulares de alta gama robados","Cinco personas fueron detenidas en Quito como parte de un operativo para capturar a integrantes de una banda dedicada al robo de domicilio, accesorios de vehículos y personas, informó la Policía Nacional la mañana de este lunes 22 de marzo de 2021."
70,16/03/2021,Robo a un restaurante en el norte de Quito quedó registrado en video,"Eran las 21:13 del lunes 15 de marzo del 2021 cuando tres hombres ingresaron a un restaurante ubicado en las cercanías de un centro comercial en el norte de Quito. A los pocos segundos, uno saca un arma y apunta a unos comensales y otros dos se acercan a la caja del local."
71,16/03/2021,Asalto a un restaurante en el norte de Quito quedó registrado en video,Una cámara captó el momento en el que tres hombres asaltaron un restaurante ubicado en el norte de Quito. El robo se cometió en menos de un minuto. Video: Redes sociales
72,09/03/2021,Nicolás Maduro acusa a Iván Duque de un supuesto plan para robar armas a Venezuela,"El presidente de Venezuela, Nicolás Maduro, acusó este martes 9 de marzo del 2021 a su homólogo colombiano, Iván Duque, de un supuesto plan para robar armas a la Fuerza Armada Nacional Bolivariana (FANB), por lo que pidió a los militares no bajar la guardia."
73,07/03/2021,Policía recuperó un vehículo cuyo robo fue captado en video,La Policía recuperó el sábado 6 de marzo del 2021 un vehículo cuyo robo había quedado registrado en una cámara de seguridad.
74,06/03/2021,Testimonio de inseguridad: ‘Mi mamá se arrojó de un carro en movimiento para evitar que la secuestraran’,Una pesadilla vivió la familia de Brenda (nombre protegido) la noche del pasado viernes 5 de marzo del 2021 luego de que su madre fuera víctima de un asalto en el norte de Quito tras tomar un taxi.
75,04/03/2021,Roban vehículo en Quito; lo usaban para transportar a menor con discapacidad,"Un vehículo liviano fue sustraído afuera de la casa de Esmeralda, su propietaria que vive en el sector de Guamaní, en el Barrio Santo Tomás II, en el sur de Quito. La mujer utilizó las redes sociales para denunciar el hecho y pedir ayuda para recuperar su vehículo."
76,03/03/2021,Los equipos de video robados de un vehículo en Ibarra fueron recuperados en la frontera con Colombia,"La Policía Nacional recuperó los equipos de video que fueron sustraídos del interior de un vehículo que estaba estacionado en un hotel de Ibarra, en la provincia de Imbabura."
77,03/03/2021,"Videos muestran un asalto en las oficinas del Barcelona SC, en el estadio Monumental en Guayaquil","Las oficinas administrativas del Barcelona Sporting Club fueron asaltadas, según videos que trascendieron la tarde de este miércoles, 3 de marzo del 2021."
78,03/03/2021,Conductor atropelló a joven que habría robado el celular de su novia,"Un joven, de 23 años, que se movilizaba en bicicleta aprovechó un descuido de una mujer, que estaba en una calle de Vila Velha, municipio de Brasil, para robarle el celular."
79,01/03/2021,En 13 segundos un hombre quitó una ventana de un vehículo y se llevó varios artículos de fotografía y video en Ibarra,Un hombre se sustrajo varios equipos de video tras quitar la ventana de un vehículo estacionado. El hecho se registró en la ciudad de Ibarra.
80,01/03/2021,En apenas 12 días una mujer sufrió dos asaltos en Cumbayá y Quito,"Lorena (nombre protegido), de 38 años, sufrió un asalto cuando salió a trabajar en el automóvil de su prima, al mediodía del jueves 11 de febrero del 2021, en una zona abandonada cerca de Lumbisí y San Francisco de Pinsha, en la parroquia Cumbayá, en el oriente de Quito."
81,01/03/2021,Testimonio de inseguridad: ‘Un hombre se hizo pasar como repartidor de pizzas intentó ingresar a nuestra casa’,"A las 20:30 del lunes 22 de febrero del 2021, la familia de Liseth (nombre protegido) recibió la visita de un hombre que se hizo pasar como repartidor de pizzas de una conocida cadena que tiene varias sucursales en Quito. Sus familiares nunca hicieron un pedido esa noche, pero el individuo conocía el nombre de su padre. Ellos sospechan que les trataron de robar."
82,01/03/2021,Matan a tiros frente a su padre a un adolescente que quiso evitar el robo de su casa,"""Se murió en mis brazos. Me dejaron destrozado"", dice el padre de Marcos Ignacio Mendoza Arnez. El joven de 18 años fue asesinado el pasado viernes 26 de febrero del 2021 en su casa ubicada en Ezpeleta (Argentina) cuando intentó defender a su familia de un grupo de personas que intentó robar su casa. Así lo relató su padre al medio Todo Noticias."
83,26/02/2021,Video capta a motociclista que invade veredas en Quito para robar a transeúntes,Las imágenes circularon en redes sociales. En el video se puede ver a una motocicleta que invade las veredas de una vía de Quito y el conductor del vehículo aprovecha la velocidad del automotor para arranchar un objeto a la víctima y escapar.
84,25/02/2021,"Sospechoso de robar el anillo del expresidente argentino Carlos Menem, en rebeldía","Uno de los tres enfermeros imputados en la causa en la que se investiga el robo de un anillo de valor sentimental del fallecido expresidente argentino Carlos Menem (1989-1999) se encuentra en estado de rebeldía de la Justicia, según explicó el abogado querellante."
85,25/02/2021,Hombre robó dos bulldogs de Lady Gaga tras disparar a paseador,"Un hombre robó dos bulldogs de Lady Gaga tras disparar el miércoles 24 de febrero del 2021 por la noche al paseador de perros de la estrella, informó este jueves 25 de febrero el medio especializado en noticias de famosos TMZ."
86,23/02/2021,Conductor esperaba una pasajera en San Roque cuando intentaron asaltarle; el hecho quedó grabado en video,Alberto (nombre protegido) registró en video el momento en que presuntamente es víctima de un asalto. El ciudadano salió a trabajar en su automóvil en Quito.
87,23/02/2021,"En apenas 24 horas, desconocidos se robaron ocho rejillas de alcantarilla en el barrio Andalucía, en el norte de Quito","Los robos de rejillas de alcantarillas son frecuentes en Andalucía, un barrio localizado en el norte de Quito. Los vecinos aseguran que desconocidos las sustraen en horas de la madrugada y se las llevan en vehículos."
88,19/02/2021,"Testimonio de asalto en Lumbisí: ‘Los delincuentes amarraron mis manos, pies y boca con cinta de embalaje’","Lorena (nombre protegido), de 38 años, sufrió un asalto cuando salió a trabajar en el automóvil de su prima. Ocurrió al mediodía del jueves 11 de febrero del 2021 en una zona abandonada, la cual se ubica entre Lumbisí y San Francisco de Pinsha, en el oriente de Quito."
89,18/02/2021,Imputan a tres enfermeros por robar anillo del expresidente argentino Carlos Menem,Tres enfermeros que estuvieron a cargo de la salud del fallecido expresidente argentino Carlos Menem (1989-1999) quedaron imputados este jueves 18 de febrero del 2021 en la causa en la que se investiga el robo de un anillo de valor sentimental para el exmandatario.
90,17/02/2021,Investigan el robo de vacunas contra el covid-19 en el sur de Argentina,"La Justicia de Argentina investiga el presunto hurto de una treintena de dosis de la vacuna rusa Sputnik V contra el covid-19 en un hospital público del sur del país, confirmaron este miércoles 17 de febrero del 2021 fuentes oficiales."
91,12/02/2021,Testimonio de inseguridad: ‘Los delincuentes me amarraron y golpearon para robar el carro de mi hermano’,"Luciana (nombre protegido) es una chica de 18 años que sufrió un asalto violento mientras laboraba en el automóvil de su hermano, un Chevrolet Aveo Emotion Advance blanco de placas PCF 7836. La noche del sábado 6 de febrero del 2021, ella hizo una carrera a una pareja y le robaron el vehículo."
92,09/02/2021,Acusado de robo fue atacado por una turba en Quito,Un hombre acusado de robo a mano armada fue atacado por una turba en Quito. El video del hecho se viralizó en redes sociales. Video: redes sociales.
93,09/02/2021,Turba intentó linchar a una persona acusada de un robo a mano armada en el centro de Quito,"Un video de 59 segundos se viralizó en las últimas horas en las redes sociales. En las imágenes se observa que un hombre es agredido con palos, puñetes y patadas por un grupo de ciudadanos en las calles Manuel Larrea y Río de Janeiro del barrio América, en el centro de Quito."
94,05/02/2021,‘Delincuentes arrojaron un clavo ‘miguelito’ a la llanta de mi vehículo en la avenida Edmundo Carvajal’,"Momentos de pánico vivió Daniela E., la mañana del jueves 4 de febrero del 2021, mientras circulaba por la avenida Edmundo Carvajal, la cual se ubica en una zona exclusiva del noroccidente de Quito. Un hombre le arrojó un clavo 'miguelito' en uno de los neumáticos de su vehículo tras salir del autobanco de un centro comercial."
95,05/02/2021,Detenidos en el caso Ruales son indagados por el robo del vehículo que se utilizó en el crimen,"Tres personas fueron detenidas por hechos relacionados con el asesinato del presentador de televisión Efraín Ruales. Así lo confirmó la Fiscalía la mañana de este viernes, 5 de febrero del 2021."
96,04/02/2021,Mercadería robada a un camión del Guayas se vendía en Quito por redes sociales,"1 000 cajas con guantes de nitrilo, un material similar al látex, fueron encontradas en el interior de una camioneta que se movilizaba en el sur de Quito. La mercadería, según la Policía Judicial, había sido robada de un camión asaltado en una carretera de Bucay, en Guayas."
97,04/02/2021,El agricultor boliviano que pasó de sufrir un robo a ganar la lotería,"El día en que la televisión transmitía el primer sorteo de la Lotería Nacional del año en Bolivia, Nelzon V. estaba ayudando a sus padres con sus cultivos de maíz. Él aún ignoraba que era el ganador del premio mayor de 100 000 bolivianos, el equivalente a un poco más de USD 14 000."
98,03/02/2021,Ocho sospechosos asaltan un local avícola en Guayaquil y roban USD 10 500,"Hombres ingresaron en una avícola en el noreste de Guayaquil, 2 de ellos vestidos con ropa similar a la Policía Nacional. Los hombres presuntamente robaron USD 9 000 y USD 1 500 en cheques. Video Redes sociales"
99,03/02/2021,Hombres vestidos como policías robaron una avícola en Guayaquil,"Cámaras de seguridad captaron el robo a una avícola en Guayaquil. El hecho se registró el martes, 2 de febrero del 2021, a las 07:15."
100,02/02/2021,Guardia fue detenido por muerte de joven en parada del Corredor Sur Oriental; al parecer hubo un robo a una mujer,"La Dirección de Delitos Contra la Vida (Dinased) investiga la muerte violenta de un joven, ocurrida la mañana de este martes 2 de febrero del 2021. El hecho se registró en el interior de la parada del Corredor Sur Oriental Santa Bárbara, ubicada en el distrito de Quitumbe, en el sur de Quito."
101,28/01/2021,El auto que se usó para matar a Efraín Ruales estaba reportado como robado,"Este 28 de enero del 2021 se conoció que el auto que se utilizó para asesinar al presentador de televisión, Efraín Ruales, había sido robado el pasado 6 de enero del 2021. Así lo detalla una denuncia puesta en Fiscalía por el propietario del vehículo."
102,27/01/2021,Se entrega jefe de bomberos en EE.UU. buscado por robo de vacunas contra el covid-19,"Un paramédico y supervisor de bomberos del condado Polk, en Florida (EE.UU.), buscado por la policía por un robo de vacunas contra el covid-19, se entregó este miércoles 27 de enero del 2021 a las autoridades tras el arresto de uno de sus subordinados por el mismo caso."
103,26/01/2021,Desconocidos intentaron robar a pasajeros de bus en Guayaquil,"Con un arma de fuego dos hombres amenazaron a los usuarios de un bus mientras les arrebataban los bolsos, carteras, celulares y dinero. El atraco quedó grabado en una cámara de video del transporte público en Guayaquil. Video: @InformadosEcuador"
104,25/01/2021,El robo a una peluquería en el norte de Quito quedó registrado en video,Una peluquería localizada en las calles Yánez Pinzón y La Niña fue robada durante la madrugada del sábado 9 de enero del 2021. El asaltante rompió la puerta de vidrio templado y se llevó un televisor. Video: cortesía.
105,25/01/2021,Testimonio de inseguridad: ‘Nos rompieron la puerta de la peluquería para robarnos’,"El robo a un restaurante, ubicado en las calles Isabel La Católica y Gangotena, en el barrio La Floresta, centro de Quito, se viralizó la semana anterior en las redes sociales a través de un video. En las imágenes se observa a un individuo que forzó las seguridades, accedió al establecimiento, se llevó un televisor y huyó rápidamente."
106,25/01/2021,Médico robó vacunas contra el covid-19 para sus amigos y familiares en EE.UU.,"Un médico del Condado de Harris, en el sur de Estados Unidos, fue denunciado por robar un frasco con vacunas para combatir el covid-19, según anunciaron autoridades de la localidad."
